"{1, 0, 0}",0.
"{1, 35, -19}",17.91297213004053
"{1, -35, 19}",17.913077137275014
"{1, -11, 6}",53.22498327020505
"{1, 11, -6}",53.22666814046694
"{1, 37, -20}",63.87066941240233
"{1, -37, 20}",63.8774841058071
"{1, -22, 12}",111.43566885689475
"{1, 22, -12}",111.44272410068541
"{1, 39, -21}",129.02663747479428
"{1, -39, 21}",129.05341546653133
"{1, -33, 18}",143.3402508810809
"{1, 33, -18}",143.35386388891587
"{1, 13, -7}",151.29625759087665
"{1, -13, 7}",151.30672346510693
"{1, 24, -13}",170.86871842156043
"{1, -24, 13}",170.87512905553137
"{1, 28, -15}",216.3371863569016
"{1, -28, 15}",216.38893435774077
"{1, -38, 21}",255.38852355108716
"{1, 38, -21}",255.49813500658362
"{1, -40, 22}",303.7768964904966
"{1, 40, -22}",303.8766353402862
"{1, 2, -1}",305.59204461022307
"{1, -2, 1}",305.622858227478
"{1, 4, -2}",307.1031454675587
"{1, -4, 2}",307.1650805608322
"{1, 41, -22}",361.1276603200715
"{1, -41, 22}",361.2390291757666
"{1, 15, -8}",368.15562581934415
"{1, -15, 8}",368.2182175058403
"{1, 38, -20}",399.56348966984797
"{1, -38, 20}",399.8605993393834
"{1, -36, 20}",457.4470125021732
"{1, 36, -20}",457.6894917699926
"{1, -27, 15}",493.57079142623445
"{1, 27, -15}",493.76699899477256
"{1, 8, -4}",495.9705889879152
"{1, -8, 4}",496.1706591140846
"{1, -42, 23}",517.7742258291892
"{1, 42, -23}",517.8920059088719
"{1, -16, 9}",533.7137850897606
"{1, 16, -9}",533.9090493433696
"{1, -20, 11}",573.9754708064811
"{1, 20, -11}",574.0696895494015
"{1, -29, 16}",576.9805527702975
"{1, 29, -16}",577.1517222793534
"{1, 40, -21}",610.2473441238359
"{1, -40, 21}",610.7626938248861
"{1, 36, -19}",619.4988405392963
"{1, -36, 19}",619.8969851901895
"{1, 21, -11}",639.3633970206993
"{1, -21, 11}",639.6655561494015
"{1, -37, 21}",705.9457236234034
"{1, 37, -21}",706.6984670449482
"{1, -39, 22}",767.4548884757716
"{1, 39, -22}",768.1957594156731
"{1, 39, -20}",774.5911799525747
"{1, -39, 20}",775.660798819779
"{1, -21, 12}",786.244522855437
"{1, 21, -12}",786.7950316635627
"{1, 37, -19}",854.8941396006122
"{1, -37, 19}",855.9883358609943
"{1, -46, 25}",921.3841125312616
"{1, 46, -25}",921.4078781592433
"{1, -32, 18}",931.5189355284953
"{1, -25, 14}",931.5805294678252
"{1, 25, -14}",932.0448285647533
"{1, 32, -18}",932.2006703247853
"{1, -10, 6}",965.6013196097562
"{1, 10, -6}",966.24682242092
"{1, -44, 24}",994.8466720493251
"{1, 44, -24}",994.9726480151074
"{1, 18, -9}",1066.8051114434827
